"","budget","id","popularity","Earnings","runtime","vote_average","vote_count","Distributor","Title","Director","actor.1","actor.2","actor.3","year","Action","Adventure","Animation","Comedy","Crime","Drama","Family","Fantasy","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","War","Western","count"
"2773",NA,NA,NA,39175066,NA,NA,NA,"Warner Bros.","King Arthur: Legend of the Sword","Guy Ritchie","Charlie Hunnam","Djimon Hounsou","Djimon Hounsou",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"2774",NA,NA,NA,38052832,NA,NA,NA,"Lionsgate","Jigsaw","The Spierig Brothers","Josh Stolberg","Mandela Van Peebles","Mandela Van Peebles",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"2775",NA,NA,NA,36249674,NA,NA,NA,"Lionsgate","American Assassin","Michael Cuesta","Dylan O'Brien","Sanaa Lathan","Sanaa Lathan",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"2776",NA,NA,NA,34393507,NA,NA,NA,"STX Entertainment","The Foreigner","Martin Campbell","Jackie Chan","Charlie Murphy","Charlie Murphy",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"2777",NA,NA,NA,34121140,NA,NA,NA,"Warner Bros.","Everything, Everything","Stella Meghie","Amandla Stenberg","Anika Noni Rose","Anika Noni Rose",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"2778",NA,NA,NA,33800859,NA,NA,NA,"The Weinstein Company","Wind River","Taylor Sheridan","Jeremy Renner","Jon Bernthal","Jon Bernthal",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"2779",NA,NA,NA,33700160,NA,NA,NA,"Warner Bros.","Geostorm","Dean Devlin","Gerard Butler","Abbie Cornish","Abbie Cornish",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"2780",NA,NA,NA,33370166,NA,NA,NA,"Paramount Pictures","Monster Trucks","Chris Wedge","Jonathan Aibel","Derek Connolly","Derek Connolly",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"2781",NA,NA,NA,32187017,NA,NA,NA,"Warner Bros.","Fist Fight","Richie Keen","Van Robichaux","Charlie Day","Charlie Day",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"2782",NA,NA,NA,48958273,NA,NA,NA,"A24","Lady Bird","Greta Gerwig","Saoirse Ronan","Tracy Letts","Tracy Letts",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2783",NA,NA,NA,30971040,NA,NA,NA,"Aviron Pictures","Kidnap","Luis Prieto","Halle Berry","Lew Temple","Lew Temple",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2784",NA,NA,NA,30353973,NA,NA,NA,"Screen Gems","Underworld: Blood Wars","Anna Foerster","Kate Beckinsale","Tobias Menzies","Tobias Menzies",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2785",NA,NA,NA,30348555,NA,NA,NA,"Twentieth Century Fox","The Mountain Between Us","Hany Abu-Assad","Idris Elba","Dermot Mulroney","Dermot Mulroney",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"2786",NA,NA,NA,30234022,NA,NA,NA,"Sony Pictures","Life","Daniel Espinosa","Paul Wernick","Rebecca Ferguson","Rebecca Ferguson",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2787",NA,NA,NA,28370522,NA,NA,NA,"Open Road Films (II)","The Nut Job 2: Nutty by Nature","Cal Brunker","Bob Barlen","Katherine Heigl","Katherine Heigl",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2788",NA,NA,NA,27793018,NA,NA,NA,"Paramount Pictures","Rings","F. Javier Gutiérrez","Matilda Lutz","Johnny Galecki","Johnny Galecki",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"2789",NA,NA,NA,27780977,NA,NA,NA,"Bleecker Street Media","Logan Lucky","Steven Soderbergh","Channing Tatum","Riley Keough","Riley Keough",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2790",NA,NA,NA,27020284,NA,NA,NA,"Open Road Films (II)","Home Again","Hallie Meyers-Shyer","Reese Witherspoon","Michael Sheen","Michael Sheen",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2791",NA,NA,NA,26830068,NA,NA,NA,"Screen Gems","Resident Evil: The Final Chapter","Paul W. S. Anderson","Milla Jovovich","Shawn Roberts","Shawn Roberts",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"2792",NA,NA,NA,25584504,NA,NA,NA,"Warner Bros.","The House","Andrew J. Cohen","Will Ferrell","Ryan Simpkins","Ryan Simpkins",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"2793",NA,NA,NA,24801212,NA,NA,NA,"Fox Searchlight Pictures","Gifted","Marc Webb","Chris Evans","Jenny Slate","Jenny Slate",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2794",NA,NA,NA,54513740,NA,NA,NA,"Fox Searchlight Pictures","Three Billboards Outside Ebbing, Missouri","Martin McDonagh","Frances McDormand","Sam Rockwell","Sam Rockwell",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2795",NA,NA,NA,22395806,NA,NA,NA,"STX Entertainment","The Bye Bye Man","Stacy Title","Douglas Smith","Michael Trucco","Michael Trucco",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"2796",NA,NA,NA,22245070,NA,NA,NA,"Focus Features","Victoria & Abdul","Stephen Frears","Judi Dench","Eddie Izzard","Eddie Izzard",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"2797",NA,NA,NA,22105643,NA,NA,NA,"Sony Pictures","Rough Night","Lucia Aniello","Scarlett Johansson","Zoë Kravitz","Zoë Kravitz",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2798",NA,NA,NA,21885107,NA,NA,NA,"Lionsgate","My Little Pony: The Movie","Jayson Thiessen","Meghan McCarthy","Michael Vogel","Michael Vogel",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"2799",NA,NA,NA,20783704,NA,NA,NA,"Open Road Films (II)","Sleepless","Baran bo Odar","Jamie Foxx","Drew Sidora","Drew Sidora",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2800",NA,NA,NA,20738724,NA,NA,NA,"Twentieth Century Fox","Diary of a Wimpy Kid: The Long Haul","David Bowers","Adam Sztykiel","Jason Ian Drucker","Jason Ian Drucker",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"2801",NA,NA,NA,20497844,NA,NA,NA,"STX Entertainment","The Circle","James Ponsoldt","Emma Watson","John Boyega","John Boyega",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"2802",NA,NA,NA,18343983,NA,NA,NA,"Sony Pictures","Only the Brave","Joseph Kosinski","Ken Nolan","Jennifer Connelly","Jennifer Connelly",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2803",NA,NA,NA,56468410,NA,NA,NA,"Focus Features","Darkest Hour","Joe Wright","Gary Oldman","Lily James","Lily James",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"2804",NA,NA,NA,21120616,NA,NA,NA,"A24","The Disaster Artist","James Franco","Scott Neustadter","Dave Franco","Dave Franco",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2805",NA,NA,NA,17800004,NA,NA,NA,"Paramount Pictures","Mother!","Darren Aronofsky","Jennifer Lawrence","Ed Harris","Ed Harris",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"2806",NA,NA,NA,17571660,NA,NA,NA,"Focus Features","The Zookeeper's Wife","Niki Caro","Jessica Chastain","Daniel Brühl","Daniel Brühl",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"2807",NA,NA,NA,17273059,NA,NA,NA,"Lionsgate","The Glass Castle","Destin Daniel Cretton","Marti Noxon","Naomi Watts","Naomi Watts",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"2808",NA,NA,NA,24449754,NA,NA,NA,"Paramount Pictures","Downsizing","Alexander Payne","Matt Damon","Hong Chau","Hong Chau",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"2809",NA,NA,NA,16883115,NA,NA,NA,"Sony Pictures","Flatliners","Niels Arden Oplev","Ellen Page","Nina Dobrev","Nina Dobrev",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2810",NA,NA,NA,16790139,NA,NA,NA,"Annapurna Pictures","Detroit","Kathryn Bigelow","John Boyega","Algee Smith","Algee Smith",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2811",NA,NA,NA,63859435,NA,NA,NA,"Fox Searchlight Pictures","The Shape of Water","Guillermo del Toro","Sally Hawkins","Richard Jenkins","Richard Jenkins",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2812",NA,NA,NA,14682684,NA,NA,NA,"Pure Flix Entertainment","The Case for Christ","Jon Gunn","Mike Vogel","Robert Forster","Robert Forster",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"2813",NA,NA,NA,14301505,NA,NA,NA,"Broad Green Pictures","Wish Upon","John Leonetti","Joey King","Sydney Park","Sydney Park",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2814",NA,NA,NA,13406883,NA,NA,NA,"Bleecker Street Media","Megan Leavey","Gabriela Cowperthwaite","Kate Mara","Common","Common",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2815",NA,NA,NA,17501244,NA,NA,NA,"Warner Bros.","Father Figures","Lawrence Sher","Owen Wilson","J. K. Simmons","J. K. Simmons",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"2816",NA,NA,NA,25113707,NA,NA,NA,"TriStar Pictures","All the Money in the World","Ridley Scott","Michelle Williams","Christopher Plummer","Christopher Plummer",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"2817",NA,NA,NA,12638526,NA,NA,NA,"Fox Searchlight Pictures","Battle of the Sexes","Jonathan Dayton and Valerie Faris","Emma Stone","Andrea Riseborough","Andrea Riseborough",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2818",NA,NA,NA,12241122,NA,NA,NA,"Open Road Films (II)","Before I Fall","Ry Russo-Young","Zoey Deutch","Logan Miller","Logan Miller",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2819",NA,NA,NA,11962778,NA,NA,NA,"Sony Pictures","Roman J. Israel, Esq.","Dan Gilroy","Denzel Washington","Carmen Ejogo","Carmen Ejogo",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2820",NA,NA,NA,11368012,NA,NA,NA,"Warner Bros.","Unforgettable","Denise Di Novi","David Leslie Johnson","Katherine Heigl","Katherine Heigl",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
"2821",NA,NA,NA,10709995,NA,NA,NA,"Focus Features","The Beguiled","Sofia Coppola","Colin Farrell","Kirsten Dunst","Kirsten Dunst",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"2822",NA,NA,NA,10166820,NA,NA,NA,"BH Tilt","The Belko Experiment","Greg McLean","John Gallagher Jr.","David Del Rio","David Del Rio",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2823",NA,NA,NA,9536300,NA,NA,NA,"Universal Pictures","Thank You for Your Service","Jason Hall","Miles Teller","Beulah Koale","Beulah Koale",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"2824",NA,NA,NA,10051659,NA,NA,NA,"Open Road Films (II)","Marshall","Reginald Hudlin","Michael Koskoff","Josh Gad","Josh Gad",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2825",NA,NA,NA,8580410,NA,NA,NA,"Bleecker Street Media","The Lost City of Z","James Gray","Charlie Hunnam","Tom Holland","Tom Holland",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2826",NA,NA,NA,8224288,NA,NA,NA,"Open Road Films (II)","The Promise","Terry George","Oscar Isaac","Christian Bale","Christian Bale",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2827",NA,NA,NA,8106986,NA,NA,NA,"Twentieth Century Fox","A Cure for Wellness","Gore Verbinski","Dane DeHaan","Jason Isaacs","Jason Isaacs",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"2828",NA,NA,NA,7885294,NA,NA,NA,"STX Entertainment","The Space Between Us","Peter Chelsom","Allan Loeb","Britt Robertson","Britt Robertson",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"2829",NA,NA,NA,7115854,NA,NA,NA,"Roadside Attractions","Beatriz at Dinner","Miguel Arteta","Salma Hayek","Connie Britton","Connie Britton",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2830",NA,NA,NA,6700035,NA,NA,NA,"Universal Pictures","The Snowman","Tomas Alfredson","Michael Fassbender","Charlotte Gainsbourg","Charlotte Gainsbourg",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
"2831",NA,NA,NA,6423605,NA,NA,NA,"Pure Flix Entertainment","Same Kind of Different as Me","Michael Carney","Ron Hall","Jon Voight","Jon Voight",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"2832",NA,NA,NA,6303560,NA,NA,NA,"BH Tilt","Lowriders","Ricardo de Montreuil","Demián Bichir","Theo Rossi","Theo Rossi",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2833",NA,NA,NA,6069605,NA,NA,NA,"Broad Green Pictures","Just Getting Started","Ron Shelton","Morgan Freeman","Rene Russo","Rene Russo",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2834",NA,NA,NA,5775178,NA,NA,NA,"Paramount Pictures","Suburbicon","George Clooney","Joel Coen","Matt Damon","Matt Damon",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
"2835",NA,NA,NA,5617731,NA,NA,NA,"Sony Pictures","Paris Can Wait","Eleanor Coppola","Diane Lane","Arnaud Viard","Arnaud Viard",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2836",NA,NA,NA,5676486,NA,NA,NA,"Bleecker Street Media","The Man Who Invented Christmas","Bharat Nalluri","Dan Stevens","Jonathan Pryce","Jonathan Pryce",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2837",NA,NA,NA,28780744,NA,NA,NA,"STX Entertainment","Molly's Game","Aaron Sorkin","Jessica Chastain","Kevin Costner","Kevin Costner",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"2838",NA,NA,NA,5904366,NA,NA,NA,"A24","The Florida Project","Sean Baker","Willem Dafoe","Brooklynn Prince","Brooklynn Prince",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2839",NA,NA,NA,18095701,NA,NA,NA,"Sony Pictures","Call Me by Your Name","Luca Guadagnino","Timothée Chalamet","Michael Stuhlbarg","Michael Stuhlbarg",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2840",NA,NA,NA,4504974,NA,NA,NA,"Focus Features","The Book of Henry","Colin Trevorrow","Naomi Watts","Jaeden Lieberher","Jaeden Lieberher",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"2841",NA,NA,NA,4211129,NA,NA,NA,"Roadside Attractions","Stronger","David Gordon Green","Jake Gyllenhaal","Miranda Richardson","Miranda Richardson",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2842",NA,NA,NA,12391761,NA,NA,NA,"UTV Motion Pictures","Dangal","Nitesh Tiwari","Aamir Khan","Suhani Bhatnagar","Suhani Bhatnagar",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2843",NA,NA,NA,3986245,NA,NA,NA,"BH Tilt","Sleight","J.D. Dillard","Jacob Latimore","Dulé Hill","Dulé Hill",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2844",NA,NA,NA,3902185,NA,NA,NA,"Fox Searchlight Pictures","A United Kingdom","Amma Asante","David Oyelowo","Terry Pheto","Terry Pheto",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2845",NA,NA,NA,3614896,NA,NA,NA,"Fox Searchlight Pictures","Table 19","Jeffrey Blitz","Jay Duplass","Amanda Crew","Amanda Crew",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2846",NA,NA,NA,3029287,NA,NA,NA,"Neon","Colossal","Nacho Vigalondo","Anne Hathaway","Dan Stevens","Dan Stevens",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2847",NA,NA,NA,3024308,NA,NA,NA,"Neon","Ingrid Goes West","Matt Spicer","Aubrey Plaza","Wyatt Russell","Wyatt Russell",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2848",NA,NA,NA,2716368,NA,NA,NA,"Fox Searchlight Pictures","My Cousin Rachel","Roger Michell","Rachel Weisz","Iain Glen","Iain Glen",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2849",NA,NA,NA,2455635,NA,NA,NA,"The Weinstein Company","Tulip Fever","Justin Chadwick","Alicia Vikander","Christoph Waltz","Christoph Waltz",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"2850",NA,NA,NA,30014539,NA,NA,NA,"Neon","I, Tonya","Craig Gillespie","Margot Robbie","Allison Janney","Allison Janney",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2851",NA,NA,NA,2402004,NA,NA,NA,"TriStar Pictures","T2 Trainspotting","Danny Boyle","Ewan McGregor","Ewen Bremner","Ewen Bremner",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"2852",NA,NA,NA,2303792,NA,NA,NA,"BH Tilt","The Resurrection of Gavin Stone","Dallas Jenkins","Brett Dalton","Neil Flynn","Neil Flynn",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2853",NA,NA,NA,2291901,NA,NA,NA,"A24","The Killing of a Sacred Deer","Yorgos Lanthimos","Colin Farrell","Barry Keoghan","Barry Keoghan",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2854",NA,NA,NA,2280004,NA,NA,NA,"Open Road Films (II)","Collide","Eran Creevy","Nicholas Hoult","Anthony Hopkins","Anthony Hopkins",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2855",NA,NA,NA,2194521,NA,NA,NA,"A24","The Lovers","Azazel Jacobs","Debra Winger","Aidan Gillen","Aidan Gillen",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2856",NA,NA,NA,2133158,NA,NA,NA,"Annapurna Pictures","Brad's Status","Mike White","Ben Stiller","Luke Wilson","Luke Wilson",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2857",NA,NA,NA,2026499,NA,NA,NA,"A24","Good Time","Ben Safdie & Joshua Safdie","Joshua Safdie","Jennifer Jason Leigh","Jennifer Jason Leigh",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2858",NA,NA,NA,1799312,NA,NA,NA,"A24","Free Fire","Ben Wheatley","Sharlto Copley","Brie Larson","Brie Larson",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2859",NA,NA,NA,81903458,NA,NA,NA,"Twentieth Century Fox","The Post","Steven Spielberg","Liz Hannah","Tom Hanks","Tom Hanks",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
"2860",NA,NA,NA,1735251,NA,NA,NA,"Fox Searchlight Pictures","Goodbye Christopher Robin","Simon Curtis","Domhnall Gleeson","Kelly Macdonald","Kelly Macdonald",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2861",NA,NA,NA,1703036,NA,NA,NA,"A24","Menashe","Joshua Z. Weinstein","Joshua Z. Weinstein","Menashe Lustig","Menashe Lustig",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"2862",NA,NA,NA,1647175,NA,NA,NA,"Gunpowder & Sky","The Little Hours","Jeff Baena","Alison Brie","Kate Micucci","Kate Micucci",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2863",NA,NA,NA,1412404,NA,NA,NA,"Roadside Attractions","The Wedding Plan","Rama Burshtein","Noa Kooler","Oz Zehavi","Oz Zehavi",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2864",NA,NA,NA,1323312,NA,NA,NA,"The Orchard","The Dinner","Oren Moverman","Richard Gere","Steve Coogan","Steve Coogan",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2865",NA,NA,NA,1404061,NA,NA,NA,"Amazon Studios","Wonder Wheel","Woody Allen","Kate Winslet","Juno Temple","Juno Temple",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"2866",NA,NA,NA,1305195,NA,NA,NA,"IFC Films","Personal Shopper","Olivier Assayas","Kristen Stewart","Lars Eidinger","Lars Eidinger",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"2867",NA,NA,NA,1361611,NA,NA,NA,"FilmRise","My Friend Dahmer","Marc Meyers","Ross Lynch","Anne Heche","Anne Heche",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2868",NA,NA,NA,1281258,NA,NA,NA,"Cohen Media Group","Churchill","Jonathan Teplitzky","Brian Cox","John Slattery","John Slattery",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2869",NA,NA,NA,1274420,NA,NA,NA,"CBS Films","The Sense of an Ending","Ritesh Batra","Jim Broadbent","Harriet Walter","Harriet Walter",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2870",NA,NA,NA,1146292,NA,NA,NA,"Fox Searchlight Pictures","Step","Amanda Lipitz","Blessin Giraldo","Tayla Solomon","Tayla Solomon",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2871",NA,NA,NA,1129408,NA,NA,NA,"Roadside Attractions","Lady Macbeth","William Oldroyd","Alice Birch","Cosmo Jarvis","Cosmo Jarvis",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2872",NA,NA,NA,1060377,NA,NA,NA,"Roadside Attractions","Wonderstruck","Todd Haynes","Oakes Fegley","Millicent Simmonds","Millicent Simmonds",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2873",NA,NA,NA,965481,NA,NA,NA,"Lionsgate","Last Flag Flying","Richard Linklater","Steve Carell","Laurence Fishburne","Laurence Fishburne",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"2874",NA,NA,NA,768946,NA,NA,NA,"Sony Pictures","Mark Felt: The Man Who Brought Down the White House","Peter Landesman","Liam Neeson","Marton Csokas","Marton Csokas",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2875",NA,NA,NA,653951,NA,NA,NA,"Fox Searchlight Pictures","Wilson","Craig Johnson","Woody Harrelson","Isabella Amara","Isabella Amara",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2876",NA,NA,NA,624332,NA,NA,NA,"Roadside Attractions","The Only Living Boy in New York","Marc Webb","Callum Turner","Pierce Brosnan","Pierce Brosnan",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2877",NA,NA,NA,580346,NA,NA,NA,"Sony Pictures","Novitiate","Maggie Betts","Margaret Qualley","Morgan Saylor","Morgan Saylor",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2878",NA,NA,NA,557241,NA,NA,NA,"Roadside Attractions","Bitter Harvest","George Mendeluk","Max Irons","Barry Pepper","Barry Pepper",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2879",NA,NA,NA,532669,NA,NA,NA,"Sony Pictures","Brigsby Bear","Dave McCary","Kyle Mooney","Mark Hamill","Mark Hamill",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"2880",NA,NA,NA,21198205,NA,NA,NA,"Focus Features","Phantom Thread","Paul Thomas Anderson","Daniel Day-Lewis","Vicky Krieps","Vicky Krieps",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"2881",NA,NA,NA,490131,NA,NA,NA,"Bleecker Street Media","Breathe","Andy Serkis","Andrew Garfield","Tom Hollander","Tom Hollander",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"2882",NA,NA,NA,473771,NA,NA,NA,"Neon","Beach Rats","Eliza Hittman","Harris Dickinson","Kate Hodge","Kate Hodge",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2883",NA,NA,NA,443684,NA,NA,NA,"Broad Green Pictures","Song to Song","Terrence Malick","Ryan Gosling","Rooney Mara","Rooney Mara",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2884",NA,NA,NA,262599,NA,NA,NA,"IFC Films","Wakefield","Robin Swicord","Bryan Cranston","Victoria Bruno","Victoria Bruno",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"2885",NA,NA,NA,254536,NA,NA,NA,"CBS Films","Dean","Demetri Martin","Demetri Martin","Gillian Jacobs","Gillian Jacobs",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2886",NA,NA,NA,217644,NA,NA,NA,"Open Road Films (II)","All I See Is You","Marc Forster","Blake Lively","Yvonne Strahovski","Yvonne Strahovski",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2887",NA,NA,NA,180851,NA,NA,NA,"Neon","The Bad Batch","Ana Lily Amirpour","Suki Waterhouse","Giovanni Ribisi","Giovanni Ribisi",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"2888",NA,NA,NA,155936,NA,NA,NA,"The Weinstein Company","3 Generations","Gaby Dellal","Naomi Watts","Susan Sarandon","Susan Sarandon",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"2889",NA,NA,NA,29819114,NA,NA,NA,"Entertainment Studios Motion Pictures","Hostiles","Scott Cooper","Christian Bale","Wes Studi","Wes Studi",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"2890",NA,NA,NA,3226443,NA,NA,NA,"Sony Pictures","The Leisure Seeker","Paolo Virzì","Francesca Archibugi","Donald Sutherland","Donald Sutherland",2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
